run_id,model,dataset,lang,n,seed,val_loss,val_f1_weighted,test_f1_weighted,train_seconds
scratch_yor_100_456,scratch,sib200,yor,100,456,7.312702178955078,0.38136773136773133,0.38136773136773133,4.725002765655518
scratch_yor_100_123,scratch,sib200,yor,100,123,7.444015026092529,0.3532092144624114,0.3532092144624114,4.1503448486328125
scratch_yor_100_42,scratch,sib200,yor,100,42,4.012532711029053,0.39036357786357784,0.39036357786357784,4.018612861633301
scratch_swh_full_1024,scratch,sib200,swh,full,1024,4.359230041503906,0.668835595332873,0.668835595332873,8.581802606582642
scratch_swh_full_789,scratch,sib200,swh,full,789,6.745362281799316,0.6416049162044584,0.6416049162044584,8.026966333389282
scratch_swh_full_123,scratch,sib200,swh,full,123,4.964023113250732,0.6160875160875161,0.6160875160875161,9.01672887802124
scratch_swh_full_456,scratch,sib200,swh,full,456,3.8369100093841553,0.6260002187865965,0.6260002187865965,5.736374139785767
scratch_swh_500_1024,scratch,sib200,swh,500,1024,9.147489547729492,0.6230546265328875,0.6230546265328875,12.32325267791748
scratch_swh_full_42,scratch,sib200,swh,full,42,5.557785987854004,0.6049715156332803,0.6049715156332803,7.24380087852478
scratch_swh_500_789,scratch,sib200,swh,500,789,8.586241722106934,0.6271911446330051,0.6271911446330051,9.964832544326782
scratch_swh_500_456,scratch,sib200,swh,500,456,6.405287265777588,0.6743951438069086,0.6743951438069086,12.91677737236023
scratch_swh_500_123,scratch,sib200,swh,500,123,4.944394588470459,0.6488821119761464,0.6488821119761464,7.84264874458313
scratch_swh_500_42,scratch,sib200,swh,500,42,6.08841609954834,0.652326474610909,0.652326474610909,9.680119037628174
scratch_swh_250_1024,scratch,sib200,swh,250,1024,5.414555072784424,0.5541620869597914,0.5541620869597914,7.400669574737549
scratch_swh_250_789,scratch,sib200,swh,250,789,1.8059149980545044,0.4305750904888836,0.4305750904888836,3.721259117126465
scratch_swh_250_456,scratch,sib200,swh,250,456,4.5695085525512695,0.5420100770080578,0.5420100770080578,4.28973388671875
